"x","y"
0.1,6.6026081489225
0.710204081632653,11.2124045774449
1.32040816326531,14.3976621205267
1.93061224489796,15.4914549909851
2.54081632653061,15.6291694009475
3.15102040816327,14.7112189849172
3.76122448979592,15.7313800719246
4.37142857142857,16.6894932222766
4.98163265306122,17.3126592996668
5.59183673469388,19.5876461359187
6.20204081632653,18.5855099743487
6.81224489795918,17.6169577401598
7.42244897959184,17.5954015542579
8.03265306122449,18.5189753422518
8.64285714285714,18.7308275536266
9.2530612244898,18.8456546536524
9.86326530612245,19.5682306007461
10.4734693877551,18.8329991020649
11.0836734693878,20.0649661402751
11.6938775510204,18.8871655182684
12.3040816326531,19.8503788339316
12.9142857142857,20.4769188718138
13.5244897959184,20.4201753916025
14.134693877551,21.089248609369
14.7448979591837,20.5270059461208
15.3551020408163,21.0972297757357
15.965306122449,21.6798694914578
16.5755102040816,20.3710158796672
17.1857142857143,20.0045559386782
17.7959183673469,21.1742883151457
18.4061224489796,21.0494848080315
19.0163265306122,20.901583099808
19.6265306122449,21.083998506858
20.2367346938776,21.0029211887142
20.8469387755102,22.1930219463495
21.4571428571429,22.6197021740939
22.0673469387755,22.5760252978792
22.6775510204082,21.520515992395
23.2877551020408,22.9344263516727
23.8979591836735,21.7979021709779
24.5081632653061,23.5033412415166
25.1183673469388,22.6193949087222
25.7285714285714,21.8805791313373
26.3387755102041,21.6474919852791
26.9489795918367,21.4485798632119
27.5591836734694,21.5965350128826
28.169387755102,21.2636819022999
28.7795918367347,23.5042291552431
29.3897959183673,23.307580312336
30,22.5217291918467
